[2024-01-31 12:45:29] [INFO] hyper_fed
      n_public_data  :  100  
          seed       : 10000 
      local_epochs   :  10   
     distill_epochs  :  10   
       batch_size    :  160  
      server_epochs  :  20   
          alpha      :  1.0  
         dataset     :cifar10
     model_structure : cnn3  
[2024-01-31 12:45:42] [INFO] [server epoch 1, client 1, local train]
[2024-01-31 12:45:42] [INFO] local epoch 1, acc: 0.4087
[2024-01-31 12:45:43] [INFO] local epoch 2, acc: 0.4496
[2024-01-31 12:45:44] [INFO] local epoch 3, acc: 0.5022
[2024-01-31 12:45:44] [INFO] local epoch 4, acc: 0.5277
[2024-01-31 12:45:45] [INFO] local epoch 5, acc: 0.5346
[2024-01-31 12:45:45] [INFO] local epoch 6, acc: 0.5525
[2024-01-31 12:45:46] [INFO] local epoch 7, acc: 0.5678
[2024-01-31 12:45:46] [INFO] local epoch 8, acc: 0.5707
[2024-01-31 12:45:47] [INFO] local epoch 9, acc: 0.5869
[2024-01-31 12:45:48] [INFO] local epoch 10, acc: 0.5954
[2024-01-31 12:45:48] [INFO] [server epoch 1, client 2, local train]
[2024-01-31 12:45:48] [INFO] local epoch 1, acc: 0.3783
[2024-01-31 12:45:49] [INFO] local epoch 2, acc: 0.4569
[2024-01-31 12:45:49] [INFO] local epoch 3, acc: 0.4957
[2024-01-31 12:45:50] [INFO] local epoch 4, acc: 0.5229
[2024-01-31 12:45:50] [INFO] local epoch 5, acc: 0.5338
[2024-01-31 12:45:51] [INFO] local epoch 6, acc: 0.5439
[2024-01-31 12:45:51] [INFO] local epoch 7, acc: 0.5565
[2024-01-31 12:45:52] [INFO] local epoch 8, acc: 0.5719
[2024-01-31 12:45:53] [INFO] local epoch 9, acc: 0.5832
[2024-01-31 12:45:53] [INFO] local epoch 10, acc: 0.5800
[2024-01-31 12:45:53] [INFO] [server epoch 1, client 3, local train]
[2024-01-31 12:45:54] [INFO] local epoch 1, acc: 0.3913
[2024-01-31 12:45:54] [INFO] local epoch 2, acc: 0.4492
[2024-01-31 12:45:55] [INFO] local epoch 3, acc: 0.4901
[2024-01-31 12:45:55] [INFO] local epoch 4, acc: 0.5148
[2024-01-31 12:45:56] [INFO] local epoch 5, acc: 0.5415
[2024-01-31 12:45:56] [INFO] local epoch 6, acc: 0.5492
[2024-01-31 12:45:57] [INFO] local epoch 7, acc: 0.5638
[2024-01-31 12:45:58] [INFO] local epoch 8, acc: 0.5658
[2024-01-31 12:45:58] [INFO] local epoch 9, acc: 0.5743
[2024-01-31 12:45:59] [INFO] local epoch 10, acc: 0.5857
[2024-01-31 12:45:59] [INFO] [server epoch 1, client 4, local train]
[2024-01-31 12:45:59] [INFO] local epoch 1, acc: 0.3609
[2024-01-31 12:46:00] [INFO] local epoch 2, acc: 0.4350
[2024-01-31 12:46:01] [INFO] local epoch 3, acc: 0.4862
[2024-01-31 12:46:01] [INFO] local epoch 4, acc: 0.5034
[2024-01-31 12:46:02] [INFO] local epoch 5, acc: 0.5300
[2024-01-31 12:46:02] [INFO] local epoch 6, acc: 0.5386
[2024-01-31 12:46:03] [INFO] local epoch 7, acc: 0.5551
[2024-01-31 12:46:04] [INFO] local epoch 8, acc: 0.5689
[2024-01-31 12:46:04] [INFO] local epoch 9, acc: 0.5817
[2024-01-31 12:46:05] [INFO] local epoch 10, acc: 0.5757
[2024-01-31 12:46:05] [INFO] [server epoch 1, client 5, local train]
[2024-01-31 12:46:05] [INFO] local epoch 1, acc: 0.3531
[2024-01-31 12:46:06] [INFO] local epoch 2, acc: 0.4405
[2024-01-31 12:46:07] [INFO] local epoch 3, acc: 0.4843
[2024-01-31 12:46:07] [INFO] local epoch 4, acc: 0.5050
[2024-01-31 12:46:08] [INFO] local epoch 5, acc: 0.5180
[2024-01-31 12:46:08] [INFO] local epoch 6, acc: 0.5501
[2024-01-31 12:46:09] [INFO] local epoch 7, acc: 0.5590
[2024-01-31 12:46:10] [INFO] local epoch 8, acc: 0.5645
[2024-01-31 12:46:10] [INFO] local epoch 9, acc: 0.5767
[2024-01-31 12:46:11] [INFO] local epoch 10, acc: 0.5853
[2024-01-31 12:46:11] [INFO] [server epoch 1, client 6, local train]
[2024-01-31 12:46:11] [INFO] local epoch 1, acc: 0.3771
[2024-01-31 12:46:12] [INFO] local epoch 2, acc: 0.4522
[2024-01-31 12:46:12] [INFO] local epoch 3, acc: 0.4872
[2024-01-31 12:46:13] [INFO] local epoch 4, acc: 0.5039
[2024-01-31 12:46:14] [INFO] local epoch 5, acc: 0.5230
[2024-01-31 12:46:14] [INFO] local epoch 6, acc: 0.5279
[2024-01-31 12:46:15] [INFO] local epoch 7, acc: 0.5574
[2024-01-31 12:46:16] [INFO] local epoch 8, acc: 0.5736
[2024-01-31 12:46:16] [INFO] local epoch 9, acc: 0.5809
[2024-01-31 12:46:17] [INFO] local epoch 10, acc: 0.5770
[2024-01-31 12:46:17] [INFO] [server epoch 1, client 7, local train]
[2024-01-31 12:46:17] [INFO] local epoch 1, acc: 0.3752
[2024-01-31 12:46:18] [INFO] local epoch 2, acc: 0.4023
[2024-01-31 12:46:19] [INFO] local epoch 3, acc: 0.4531
[2024-01-31 12:46:19] [INFO] local epoch 4, acc: 0.4701
[2024-01-31 12:46:20] [INFO] local epoch 5, acc: 0.4877
[2024-01-31 12:46:20] [INFO] local epoch 6, acc: 0.4980
[2024-01-31 12:46:21] [INFO] local epoch 7, acc: 0.4907
[2024-01-31 12:46:22] [INFO] local epoch 8, acc: 0.5042
[2024-01-31 12:46:22] [INFO] local epoch 9, acc: 0.5107
[2024-01-31 12:46:23] [INFO] local epoch 10, acc: 0.5215
[2024-01-31 12:46:23] [INFO] [server epoch 1, client 8, local train]
[2024-01-31 12:46:23] [INFO] local epoch 1, acc: 0.3679
[2024-01-31 12:46:24] [INFO] local epoch 2, acc: 0.3877
[2024-01-31 12:46:25] [INFO] local epoch 3, acc: 0.4363
[2024-01-31 12:46:25] [INFO] local epoch 4, acc: 0.4704
[2024-01-31 12:46:26] [INFO] local epoch 5, acc: 0.4853
[2024-01-31 12:46:26] [INFO] local epoch 6, acc: 0.4988
[2024-01-31 12:46:27] [INFO] local epoch 7, acc: 0.4931
[2024-01-31 12:46:28] [INFO] local epoch 8, acc: 0.5093
[2024-01-31 12:46:28] [INFO] local epoch 9, acc: 0.5182
[2024-01-31 12:46:29] [INFO] local epoch 10, acc: 0.4996
[2024-01-31 12:46:29] [INFO] [server epoch 1, client 9, local train]
[2024-01-31 12:46:29] [INFO] local epoch 1, acc: 0.3801
