[2024-01-31 16:27:40] [INFO] hyper_fed
      n_public_data  :  100  
          seed       : 10000 
      local_epochs   :  10   
     distill_epochs  :  10   
       batch_size    :  160  
      server_epochs  :  20   
          alpha      :  1.0  
         dataset     :cifar10
     model_structure : cnn3  
[2024-01-31 16:27:53] [INFO] [server epoch 1, client 1, local train]
[2024-01-31 16:27:53] [INFO] local epoch 1, acc: 0.4087
[2024-01-31 16:27:54] [INFO] local epoch 2, acc: 0.4500
[2024-01-31 16:27:54] [INFO] local epoch 3, acc: 0.5018
[2024-01-31 16:27:55] [INFO] local epoch 4, acc: 0.5257
[2024-01-31 16:27:56] [INFO] local epoch 5, acc: 0.5354
[2024-01-31 16:27:56] [INFO] local epoch 6, acc: 0.5529
[2024-01-31 16:27:57] [INFO] local epoch 7, acc: 0.5674
[2024-01-31 16:27:57] [INFO] local epoch 8, acc: 0.5699
[2024-01-31 16:27:58] [INFO] local epoch 9, acc: 0.5849
[2024-01-31 16:27:58] [INFO] local epoch 10, acc: 0.5946
[2024-01-31 16:27:58] [INFO] [server epoch 1, client 2, local train]
[2024-01-31 16:27:59] [INFO] local epoch 1, acc: 0.3787
[2024-01-31 16:27:59] [INFO] local epoch 2, acc: 0.4557
[2024-01-31 16:28:00] [INFO] local epoch 3, acc: 0.4974
[2024-01-31 16:28:00] [INFO] local epoch 4, acc: 0.5205
[2024-01-31 16:28:01] [INFO] local epoch 5, acc: 0.5358
[2024-01-31 16:28:01] [INFO] local epoch 6, acc: 0.5439
[2024-01-31 16:28:02] [INFO] local epoch 7, acc: 0.5589
[2024-01-31 16:28:03] [INFO] local epoch 8, acc: 0.5719
[2024-01-31 16:28:03] [INFO] local epoch 9, acc: 0.5808
[2024-01-31 16:28:04] [INFO] local epoch 10, acc: 0.5816
[2024-01-31 16:28:04] [INFO] [server epoch 1, client 3, local train]
[2024-01-31 16:28:04] [INFO] local epoch 1, acc: 0.3908
[2024-01-31 16:28:05] [INFO] local epoch 2, acc: 0.4492
[2024-01-31 16:28:05] [INFO] local epoch 3, acc: 0.4905
[2024-01-31 16:28:06] [INFO] local epoch 4, acc: 0.5168
[2024-01-31 16:28:06] [INFO] local epoch 5, acc: 0.5407
[2024-01-31 16:28:07] [INFO] local epoch 6, acc: 0.5504
[2024-01-31 16:28:07] [INFO] local epoch 7, acc: 0.5618
[2024-01-31 16:28:08] [INFO] local epoch 8, acc: 0.5646
[2024-01-31 16:28:08] [INFO] local epoch 9, acc: 0.5731
[2024-01-31 16:28:09] [INFO] local epoch 10, acc: 0.5844
[2024-01-31 16:28:09] [INFO] [server epoch 1, client 4, local train]
[2024-01-31 16:28:09] [INFO] local epoch 1, acc: 0.3606
[2024-01-31 16:28:10] [INFO] local epoch 2, acc: 0.4358
[2024-01-31 16:28:11] [INFO] local epoch 3, acc: 0.4883
[2024-01-31 16:28:11] [INFO] local epoch 4, acc: 0.5034
[2024-01-31 16:28:12] [INFO] local epoch 5, acc: 0.5271
[2024-01-31 16:28:12] [INFO] local epoch 6, acc: 0.5391
[2024-01-31 16:28:13] [INFO] local epoch 7, acc: 0.5553
[2024-01-31 16:28:13] [INFO] local epoch 8, acc: 0.5697
[2024-01-31 16:28:14] [INFO] local epoch 9, acc: 0.5819
[2024-01-31 16:28:15] [INFO] local epoch 10, acc: 0.5759
[2024-01-31 16:28:15] [INFO] [server epoch 1, client 5, local train]
[2024-01-31 16:28:15] [INFO] local epoch 1, acc: 0.3539
[2024-01-31 16:28:16] [INFO] local epoch 2, acc: 0.4395
[2024-01-31 16:28:16] [INFO] local epoch 3, acc: 0.4838
[2024-01-31 16:28:17] [INFO] local epoch 4, acc: 0.5050
[2024-01-31 16:28:17] [INFO] local epoch 5, acc: 0.5180
[2024-01-31 16:28:18] [INFO] local epoch 6, acc: 0.5496
[2024-01-31 16:28:19] [INFO] local epoch 7, acc: 0.5587
[2024-01-31 16:28:19] [INFO] local epoch 8, acc: 0.5621
[2024-01-31 16:28:20] [INFO] local epoch 9, acc: 0.5772
[2024-01-31 16:28:20] [INFO] local epoch 10, acc: 0.5851
[2024-01-31 16:28:20] [INFO] [server epoch 1, client 6, local train]
[2024-01-31 16:28:21] [INFO] local epoch 1, acc: 0.3766
[2024-01-31 16:28:21] [INFO] local epoch 2, acc: 0.4512
[2024-01-31 16:28:22] [INFO] local epoch 3, acc: 0.4867
[2024-01-31 16:28:23] [INFO] local epoch 4, acc: 0.5047
[2024-01-31 16:28:23] [INFO] local epoch 5, acc: 0.5230
[2024-01-31 16:28:24] [INFO] local epoch 6, acc: 0.5292
[2024-01-31 16:28:24] [INFO] local epoch 7, acc: 0.5556
[2024-01-31 16:28:25] [INFO] local epoch 8, acc: 0.5746
[2024-01-31 16:28:25] [INFO] local epoch 9, acc: 0.5799
[2024-01-31 16:28:26] [INFO] local epoch 10, acc: 0.5770
[2024-01-31 16:28:26] [INFO] [server epoch 1, client 7, local train]
[2024-01-31 16:28:27] [INFO] local epoch 1, acc: 0.3752
[2024-01-31 16:28:27] [INFO] local epoch 2, acc: 0.4036
[2024-01-31 16:28:28] [INFO] local epoch 3, acc: 0.4528
[2024-01-31 16:28:28] [INFO] local epoch 4, acc: 0.4680
[2024-01-31 16:28:29] [INFO] local epoch 5, acc: 0.4877
[2024-01-31 16:28:29] [INFO] local epoch 6, acc: 0.4958
[2024-01-31 16:28:30] [INFO] local epoch 7, acc: 0.4912
[2024-01-31 16:28:31] [INFO] local epoch 8, acc: 0.5053
[2024-01-31 16:28:31] [INFO] local epoch 9, acc: 0.5118
[2024-01-31 16:28:32] [INFO] local epoch 10, acc: 0.5226
[2024-01-31 16:28:32] [INFO] [server epoch 1, client 8, local train]
[2024-01-31 16:28:32] [INFO] local epoch 1, acc: 0.3682
[2024-01-31 16:28:33] [INFO] local epoch 2, acc: 0.3879
[2024-01-31 16:28:33] [INFO] local epoch 3, acc: 0.4363
[2024-01-31 16:28:34] [INFO] local epoch 4, acc: 0.4704
[2024-01-31 16:28:35] [INFO] local epoch 5, acc: 0.4853
[2024-01-31 16:28:35] [INFO] local epoch 6, acc: 0.4985
[2024-01-31 16:28:36] [INFO] local epoch 7, acc: 0.4931
[2024-01-31 16:28:36] [INFO] local epoch 8, acc: 0.5088
[2024-01-31 16:28:37] [INFO] local epoch 9, acc: 0.5188
[2024-01-31 16:28:37] [INFO] local epoch 10, acc: 0.4985
[2024-01-31 16:28:37] [INFO] [server epoch 1, client 9, local train]
[2024-01-31 16:28:38] [INFO] local epoch 1, acc: 0.3798
[2024-01-31 16:28:39] [INFO] local epoch 2, acc: 0.4107
[2024-01-31 16:28:39] [INFO] local epoch 3, acc: 0.4331
[2024-01-31 16:28:40] [INFO] local epoch 4, acc: 0.4623
[2024-01-31 16:28:40] [INFO] local epoch 5, acc: 0.4809
[2024-01-31 16:28:41] [INFO] local epoch 6, acc: 0.4636
[2024-01-31 16:28:41] [INFO] local epoch 7, acc: 0.5072
[2024-01-31 16:28:42] [INFO] local epoch 8, acc: 0.5058
[2024-01-31 16:28:43] [INFO] local epoch 9, acc: 0.5155
[2024-01-31 16:28:43] [INFO] local epoch 10, acc: 0.5074
[2024-01-31 16:28:44] [INFO] [server epoch 1, client 1, distill train]
[2024-01-31 16:28:45] [INFO] distill epoch 1, acc: 0.5844
[2024-01-31 16:28:45] [INFO] distill epoch 2, acc: 0.5844
[2024-01-31 16:28:46] [INFO] distill epoch 3, acc: 0.5844
[2024-01-31 16:28:46] [INFO] distill epoch 4, acc: 0.5844
[2024-01-31 16:28:47] [INFO] distill epoch 5, acc: 0.5844
[2024-01-31 16:28:47] [INFO] distill epoch 6, acc: 0.5844
[2024-01-31 16:28:47] [INFO] distill epoch 7, acc: 0.5844
[2024-01-31 16:28:48] [INFO] distill epoch 8, acc: 0.5844
[2024-01-31 16:28:48] [INFO] distill epoch 9, acc: 0.5844
[2024-01-31 16:28:49] [INFO] distill epoch 10, acc: 0.5844
[2024-01-31 16:28:49] [INFO] [server epoch 1, client 2, distill train]
[2024-01-31 16:28:49] [INFO] distill epoch 1, acc: 0.5844
[2024-01-31 16:28:50] [INFO] distill epoch 2, acc: 0.5844
[2024-01-31 16:28:50] [INFO] distill epoch 3, acc: 0.5844
[2024-01-31 16:28:51] [INFO] distill epoch 4, acc: 0.5844
[2024-01-31 16:28:51] [INFO] distill epoch 5, acc: 0.5844
[2024-01-31 16:28:52] [INFO] distill epoch 6, acc: 0.5844
[2024-01-31 16:28:52] [INFO] distill epoch 7, acc: 0.5844
[2024-01-31 16:28:53] [INFO] distill epoch 8, acc: 0.5844
[2024-01-31 16:28:53] [INFO] distill epoch 9, acc: 0.5844
[2024-01-31 16:28:54] [INFO] distill epoch 10, acc: 0.5844
[2024-01-31 16:28:54] [INFO] [server epoch 1, client 3, distill train]
[2024-01-31 16:28:54] [INFO] distill epoch 1, acc: 0.5942
[2024-01-31 16:28:55] [INFO] distill epoch 2, acc: 0.5731
[2024-01-31 16:28:55] [INFO] distill epoch 3, acc: 0.5541
[2024-01-31 16:28:56] [INFO] distill epoch 4, acc: 0.5439
[2024-01-31 16:28:56] [INFO] distill epoch 5, acc: 0.5277
[2024-01-31 16:28:57] [INFO] distill epoch 6, acc: 0.5002
[2024-01-31 16:28:57] [INFO] distill epoch 7, acc: 0.4731
[2024-01-31 16:28:58] [INFO] distill epoch 8, acc: 0.4504
[2024-01-31 16:28:58] [INFO] distill epoch 9, acc: 0.4374
[2024-01-31 16:28:59] [INFO] distill epoch 10, acc: 0.4370
[2024-01-31 16:28:59] [INFO] [server epoch 1, client 4, distill train]
[2024-01-31 16:28:59] [INFO] distill epoch 1, acc: 0.4370
[2024-01-31 16:29:00] [INFO] distill epoch 2, acc: 0.4370
[2024-01-31 16:29:00] [INFO] distill epoch 3, acc: 0.4370
[2024-01-31 16:29:01] [INFO] distill epoch 4, acc: 0.4370
[2024-01-31 16:29:01] [INFO] distill epoch 5, acc: 0.4370
[2024-01-31 16:29:02] [INFO] distill epoch 6, acc: 0.4370
[2024-01-31 16:29:02] [INFO] distill epoch 7, acc: 0.4370
[2024-01-31 16:29:03] [INFO] distill epoch 8, acc: 0.4370
[2024-01-31 16:29:03] [INFO] distill epoch 9, acc: 0.4370
[2024-01-31 16:29:03] [INFO] distill epoch 10, acc: 0.4370
[2024-01-31 16:29:03] [INFO] [server epoch 1, client 5, distill train]
[2024-01-31 16:29:04] [INFO] distill epoch 1, acc: 0.4370
[2024-01-31 16:29:04] [INFO] distill epoch 2, acc: 0.4370
[2024-01-31 16:29:05] [INFO] distill epoch 3, acc: 0.4370
[2024-01-31 16:29:05] [INFO] distill epoch 4, acc: 0.4370
[2024-01-31 16:29:06] [INFO] distill epoch 5, acc: 0.4370
[2024-01-31 16:29:06] [INFO] distill epoch 6, acc: 0.4370
[2024-01-31 16:29:07] [INFO] distill epoch 7, acc: 0.4370
[2024-01-31 16:29:07] [INFO] distill epoch 8, acc: 0.4370
[2024-01-31 16:29:08] [INFO] distill epoch 9, acc: 0.4370
[2024-01-31 16:29:08] [INFO] distill epoch 10, acc: 0.4370
[2024-01-31 16:29:08] [INFO] [server epoch 1, client 6, distill train]
[2024-01-31 16:29:09] [INFO] distill epoch 1, acc: 0.4370
[2024-01-31 16:29:09] [INFO] distill epoch 2, acc: 0.4370
[2024-01-31 16:29:10] [INFO] distill epoch 3, acc: 0.4370
[2024-01-31 16:29:10] [INFO] distill epoch 4, acc: 0.4370
[2024-01-31 16:29:10] [INFO] distill epoch 5, acc: 0.4370
[2024-01-31 16:29:11] [INFO] distill epoch 6, acc: 0.4370
[2024-01-31 16:29:11] [INFO] distill epoch 7, acc: 0.4370
[2024-01-31 16:29:12] [INFO] distill epoch 8, acc: 0.4370
[2024-01-31 16:29:12] [INFO] distill epoch 9, acc: 0.4370
[2024-01-31 16:29:13] [INFO] distill epoch 10, acc: 0.4370
[2024-01-31 16:29:13] [INFO] [server epoch 1, client 7, distill train]
[2024-01-31 16:29:13] [INFO] distill epoch 1, acc: 0.4370
[2024-01-31 16:29:13] [INFO] distill epoch 2, acc: 0.4370
[2024-01-31 16:29:14] [INFO] distill epoch 3, acc: 0.4370
[2024-01-31 16:29:14] [INFO] distill epoch 4, acc: 0.4370
[2024-01-31 16:29:15] [INFO] distill epoch 5, acc: 0.4370
[2024-01-31 16:29:15] [INFO] distill epoch 6, acc: 0.4370
[2024-01-31 16:29:16] [INFO] distill epoch 7, acc: 0.4370
[2024-01-31 16:29:16] [INFO] distill epoch 8, acc: 0.4370
[2024-01-31 16:29:16] [INFO] distill epoch 9, acc: 0.4370
[2024-01-31 16:29:17] [INFO] distill epoch 10, acc: 0.4370
[2024-01-31 16:29:17] [INFO] [server epoch 1, client 8, distill train]
[2024-01-31 16:29:17] [INFO] distill epoch 1, acc: 0.4370
[2024-01-31 16:29:18] [INFO] distill epoch 2, acc: 0.4370
[2024-01-31 16:29:18] [INFO] distill epoch 3, acc: 0.4370
[2024-01-31 16:29:19] [INFO] distill epoch 4, acc: 0.4370
[2024-01-31 16:29:19] [INFO] distill epoch 5, acc: 0.4370
[2024-01-31 16:29:20] [INFO] distill epoch 6, acc: 0.4370
[2024-01-31 16:29:20] [INFO] distill epoch 7, acc: 0.4370
[2024-01-31 16:29:20] [INFO] distill epoch 8, acc: 0.4370
[2024-01-31 16:29:21] [INFO] distill epoch 9, acc: 0.4370
[2024-01-31 16:29:21] [INFO] distill epoch 10, acc: 0.4370
[2024-01-31 16:29:21] [INFO] [server epoch 1, client 9, distill train]
[2024-01-31 16:29:22] [INFO] distill epoch 1, acc: 0.4370
[2024-01-31 16:29:22] [INFO] distill epoch 2, acc: 0.4370
[2024-01-31 16:29:23] [INFO] distill epoch 3, acc: 0.4370
[2024-01-31 16:29:23] [INFO] distill epoch 4, acc: 0.4370
[2024-01-31 16:29:24] [INFO] distill epoch 5, acc: 0.4370
[2024-01-31 16:29:24] [INFO] distill epoch 6, acc: 0.4370
[2024-01-31 16:29:25] [INFO] distill epoch 7, acc: 0.4370
[2024-01-31 16:29:25] [INFO] distill epoch 8, acc: 0.4370
[2024-01-31 16:29:26] [INFO] distill epoch 9, acc: 0.4370
[2024-01-31 16:29:26] [INFO] distill epoch 10, acc: 0.4370
[2024-01-31 16:29:27] [INFO] [server epoch 2, client 1, local train]
[2024-01-31 16:29:27] [INFO] local epoch 1, acc: 0.5942
[2024-01-31 16:29:28] [INFO] local epoch 2, acc: 0.5998
[2024-01-31 16:29:28] [INFO] local epoch 3, acc: 0.6015
[2024-01-31 16:29:29] [INFO] local epoch 4, acc: 0.6055
[2024-01-31 16:29:29] [INFO] local epoch 5, acc: 0.6011
[2024-01-31 16:29:30] [INFO] local epoch 6, acc: 0.6108
[2024-01-31 16:29:30] [INFO] local epoch 7, acc: 0.6205
[2024-01-31 16:29:31] [INFO] local epoch 8, acc: 0.6221
[2024-01-31 16:29:31] [INFO] local epoch 9, acc: 0.6193
[2024-01-31 16:29:32] [INFO] local epoch 10, acc: 0.6249
[2024-01-31 16:29:32] [INFO] [server epoch 2, client 2, local train]
[2024-01-31 16:29:33] [INFO] local epoch 1, acc: 0.5958
[2024-01-31 16:29:33] [INFO] local epoch 2, acc: 0.6002
[2024-01-31 16:29:34] [INFO] local epoch 3, acc: 0.6039
[2024-01-31 16:29:34] [INFO] local epoch 4, acc: 0.5913
[2024-01-31 16:29:35] [INFO] local epoch 5, acc: 0.6067
[2024-01-31 16:29:35] [INFO] local epoch 6, acc: 0.6136
[2024-01-31 16:29:36] [INFO] local epoch 7, acc: 0.6156
[2024-01-31 16:29:36] [INFO] local epoch 8, acc: 0.6160
[2024-01-31 16:29:37] [INFO] local epoch 9, acc: 0.6262
[2024-01-31 16:29:37] [INFO] local epoch 10, acc: 0.6229
[2024-01-31 16:29:37] [INFO] [server epoch 2, client 3, local train]
[2024-01-31 16:29:38] [INFO] local epoch 1, acc: 0.5962
[2024-01-31 16:29:38] [INFO] local epoch 2, acc: 0.5942
[2024-01-31 16:29:39] [INFO] local epoch 3, acc: 0.6112
[2024-01-31 16:29:39] [INFO] local epoch 4, acc: 0.6108
[2024-01-31 16:29:40] [INFO] local epoch 5, acc: 0.6079
[2024-01-31 16:29:41] [INFO] local epoch 6, acc: 0.6189
[2024-01-31 16:29:41] [INFO] local epoch 7, acc: 0.6185
[2024-01-31 16:29:42] [INFO] local epoch 8, acc: 0.6156
[2024-01-31 16:29:42] [INFO] local epoch 9, acc: 0.6278
[2024-01-31 16:29:43] [INFO] local epoch 10, acc: 0.6241
[2024-01-31 16:29:43] [INFO] [server epoch 2, client 4, local train]
[2024-01-31 16:29:43] [INFO] local epoch 1, acc: 0.5932
[2024-01-31 16:29:44] [INFO] local epoch 2, acc: 0.5916
[2024-01-31 16:29:44] [INFO] local epoch 3, acc: 0.5960
[2024-01-31 16:29:45] [INFO] local epoch 4, acc: 0.6018
[2024-01-31 16:29:46] [INFO] local epoch 5, acc: 0.6114
[2024-01-31 16:29:46] [INFO] local epoch 6, acc: 0.6198
[2024-01-31 16:29:47] [INFO] local epoch 7, acc: 0.6284
[2024-01-31 16:29:47] [INFO] local epoch 8, acc: 0.6294
[2024-01-31 16:29:48] [INFO] local epoch 9, acc: 0.6266
[2024-01-31 16:29:48] [INFO] local epoch 10, acc: 0.6268
[2024-01-31 16:29:48] [INFO] [server epoch 2, client 5, local train]
[2024-01-31 16:29:49] [INFO] local epoch 1, acc: 0.5765
[2024-01-31 16:29:50] [INFO] local epoch 2, acc: 0.5945
[2024-01-31 16:29:50] [INFO] local epoch 3, acc: 0.5971
[2024-01-31 16:29:51] [INFO] local epoch 4, acc: 0.6088
[2024-01-31 16:29:51] [INFO] local epoch 5, acc: 0.6135
[2024-01-31 16:29:52] [INFO] local epoch 6, acc: 0.6125
[2024-01-31 16:29:52] [INFO] local epoch 7, acc: 0.6221
