[2024-02-23 23:17:06] [INFO] normal
        n_client     :   9   
          seed       : 10000 
      local_epochs   :  600  
       batch_size    :  160  
          alpha      :  1.0  
         dataset     :cifar10
     model_structure :resnet18
[2024-02-23 23:17:41] [INFO] client 0 training starts.
[2024-02-23 23:17:44] [INFO] local epoch 1/600, acc: 0.3856
[2024-02-23 23:17:46] [INFO] local epoch 2/600, acc: 0.4957
[2024-02-23 23:17:48] [INFO] local epoch 3/600, acc: 0.5140
[2024-02-23 23:17:50] [INFO] local epoch 4/600, acc: 0.5152
[2024-02-23 23:17:53] [INFO] local epoch 5/600, acc: 0.5099
[2024-02-23 23:17:55] [INFO] local epoch 6/600, acc: 0.5140
[2024-02-23 23:17:57] [INFO] local epoch 7/600, acc: 0.5172
[2024-02-23 23:18:00] [INFO] local epoch 8/600, acc: 0.5160
[2024-02-23 23:18:02] [INFO] local epoch 9/600, acc: 0.5192
[2024-02-23 23:18:04] [INFO] local epoch 10/600, acc: 0.5160
[2024-02-23 23:18:06] [INFO] local epoch 11/600, acc: 0.5047
[2024-02-23 23:18:09] [INFO] local epoch 12/600, acc: 0.5055
[2024-02-23 23:18:11] [INFO] local epoch 13/600, acc: 0.5156
[2024-02-23 23:18:14] [INFO] local epoch 14/600, acc: 0.5103
[2024-02-23 23:18:17] [INFO] local epoch 15/600, acc: 0.5148
[2024-02-23 23:18:20] [INFO] local epoch 16/600, acc: 0.5217
[2024-02-23 23:18:23] [INFO] local epoch 17/600, acc: 0.5200
[2024-02-23 23:18:26] [INFO] local epoch 18/600, acc: 0.5071
[2024-02-23 23:18:28] [INFO] local epoch 19/600, acc: 0.5095
[2024-02-23 23:18:31] [INFO] local epoch 20/600, acc: 0.4836
[2024-02-23 23:18:34] [INFO] local epoch 21/600, acc: 0.4994
[2024-02-23 23:18:37] [INFO] local epoch 22/600, acc: 0.4909
[2024-02-23 23:18:40] [INFO] local epoch 23/600, acc: 0.4966
[2024-02-23 23:18:43] [INFO] local epoch 24/600, acc: 0.5043
[2024-02-23 23:18:46] [INFO] local epoch 25/600, acc: 0.5034
[2024-02-23 23:18:48] [INFO] local epoch 26/600, acc: 0.5103
[2024-02-23 23:18:51] [INFO] local epoch 27/600, acc: 0.5075
[2024-02-23 23:18:54] [INFO] local epoch 28/600, acc: 0.5099
[2024-02-23 23:18:57] [INFO] local epoch 29/600, acc: 0.5140
[2024-02-23 23:19:00] [INFO] local epoch 30/600, acc: 0.5164
[2024-02-23 23:19:03] [INFO] local epoch 31/600, acc: 0.5213
[2024-02-23 23:19:05] [INFO] local epoch 32/600, acc: 0.5229
[2024-02-23 23:19:08] [INFO] local epoch 33/600, acc: 0.5184
[2024-02-23 23:19:11] [INFO] local epoch 34/600, acc: 0.5164
[2024-02-23 23:19:14] [INFO] local epoch 35/600, acc: 0.5124
[2024-02-23 23:19:17] [INFO] local epoch 36/600, acc: 0.5196
[2024-02-23 23:19:20] [INFO] local epoch 37/600, acc: 0.5213
[2024-02-23 23:19:22] [INFO] local epoch 38/600, acc: 0.5221
[2024-02-23 23:19:25] [INFO] local epoch 39/600, acc: 0.5241
[2024-02-23 23:19:28] [INFO] local epoch 40/600, acc: 0.5200
[2024-02-23 23:19:31] [INFO] local epoch 41/600, acc: 0.5209
[2024-02-23 23:19:33] [INFO] local epoch 42/600, acc: 0.5294
[2024-02-23 23:19:36] [INFO] local epoch 43/600, acc: 0.5241
[2024-02-23 23:19:39] [INFO] local epoch 44/600, acc: 0.5156
[2024-02-23 23:19:42] [INFO] local epoch 45/600, acc: 0.5273
[2024-02-23 23:19:44] [INFO] local epoch 46/600, acc: 0.5055
[2024-02-23 23:19:47] [INFO] local epoch 47/600, acc: 0.5257
[2024-02-23 23:19:50] [INFO] local epoch 48/600, acc: 0.5277
[2024-02-23 23:19:53] [INFO] local epoch 49/600, acc: 0.5290
[2024-02-23 23:19:55] [INFO] local epoch 50/600, acc: 0.5294
[2024-02-23 23:19:58] [INFO] local epoch 51/600, acc: 0.5237
[2024-02-23 23:20:01] [INFO] local epoch 52/600, acc: 0.5148
[2024-02-23 23:20:04] [INFO] local epoch 53/600, acc: 0.4277
[2024-02-23 23:20:06] [INFO] local epoch 54/600, acc: 0.4929
[2024-02-23 23:20:09] [INFO] local epoch 55/600, acc: 0.5136
[2024-02-23 23:20:12] [INFO] local epoch 56/600, acc: 0.5302
[2024-02-23 23:20:15] [INFO] local epoch 57/600, acc: 0.5496
[2024-02-23 23:20:18] [INFO] local epoch 58/600, acc: 0.5488
[2024-02-23 23:20:21] [INFO] local epoch 59/600, acc: 0.5622
[2024-02-23 23:20:23] [INFO] local epoch 60/600, acc: 0.5593
[2024-02-23 23:20:26] [INFO] local epoch 61/600, acc: 0.5622
[2024-02-23 23:20:29] [INFO] local epoch 62/600, acc: 0.5650
[2024-02-23 23:20:32] [INFO] local epoch 63/600, acc: 0.5674
[2024-02-23 23:20:34] [INFO] local epoch 64/600, acc: 0.5658
[2024-02-23 23:20:37] [INFO] local epoch 65/600, acc: 0.5687
[2024-02-23 23:20:40] [INFO] local epoch 66/600, acc: 0.5678
[2024-02-23 23:20:43] [INFO] local epoch 67/600, acc: 0.5739
[2024-02-23 23:20:46] [INFO] local epoch 68/600, acc: 0.5666
[2024-02-23 23:20:48] [INFO] local epoch 69/600, acc: 0.5719
[2024-02-23 23:20:51] [INFO] local epoch 70/600, acc: 0.5642
[2024-02-23 23:20:54] [INFO] local epoch 71/600, acc: 0.5646
[2024-02-23 23:20:57] [INFO] local epoch 72/600, acc: 0.5618
[2024-02-23 23:20:59] [INFO] local epoch 73/600, acc: 0.5557
[2024-02-23 23:21:02] [INFO] local epoch 74/600, acc: 0.5630
[2024-02-23 23:21:05] [INFO] local epoch 75/600, acc: 0.5593
[2024-02-23 23:21:08] [INFO] local epoch 76/600, acc: 0.5601
[2024-02-23 23:21:11] [INFO] local epoch 77/600, acc: 0.5593
[2024-02-23 23:21:13] [INFO] local epoch 78/600, acc: 0.5601
[2024-02-23 23:21:16] [INFO] local epoch 79/600, acc: 0.5658
[2024-02-23 23:21:19] [INFO] local epoch 80/600, acc: 0.5614
[2024-02-23 23:21:22] [INFO] local epoch 81/600, acc: 0.5593
[2024-02-23 23:21:25] [INFO] local epoch 82/600, acc: 0.5569
[2024-02-23 23:21:27] [INFO] local epoch 83/600, acc: 0.5597
[2024-02-23 23:21:30] [INFO] local epoch 84/600, acc: 0.5601
[2024-02-23 23:21:33] [INFO] local epoch 85/600, acc: 0.5581
[2024-02-23 23:21:36] [INFO] local epoch 86/600, acc: 0.5614
[2024-02-23 23:21:38] [INFO] local epoch 87/600, acc: 0.5666
[2024-02-23 23:21:41] [INFO] local epoch 88/600, acc: 0.5565
