[2024-02-23 17:08:46] [INFO] normal
        n_client     :   9   
          seed       : 10000 
      local_epochs   :  200  
       batch_size    :  160  
          alpha      :  1.0  
         dataset     :cifar10
     model_structure : cnn3  
[2024-02-23 17:09:08] [INFO] client 0 training starts.
[2024-02-23 17:09:09] [INFO] local epoch 1/200, acc: 0.3686
[2024-02-23 17:09:11] [INFO] local epoch 2/200, acc: 0.4492
[2024-02-23 17:09:12] [INFO] local epoch 3/200, acc: 0.4913
[2024-02-23 17:09:14] [INFO] local epoch 4/200, acc: 0.5156
[2024-02-23 17:09:15] [INFO] local epoch 5/200, acc: 0.5387
[2024-02-23 17:09:17] [INFO] local epoch 6/200, acc: 0.5407
[2024-02-23 17:09:18] [INFO] local epoch 7/200, acc: 0.5638
[2024-02-23 17:09:19] [INFO] local epoch 8/200, acc: 0.5520
[2024-02-23 17:09:21] [INFO] local epoch 9/200, acc: 0.5755
[2024-02-23 17:09:23] [INFO] local epoch 10/200, acc: 0.5897
[2024-02-23 17:09:24] [INFO] local epoch 11/200, acc: 0.5938
[2024-02-23 17:09:25] [INFO] local epoch 12/200, acc: 0.5970
[2024-02-23 17:09:27] [INFO] local epoch 13/200, acc: 0.5974
[2024-02-23 17:09:28] [INFO] local epoch 14/200, acc: 0.6015
[2024-02-23 17:09:29] [INFO] local epoch 15/200, acc: 0.5938
[2024-02-23 17:09:31] [INFO] local epoch 16/200, acc: 0.6071
[2024-02-23 17:09:32] [INFO] local epoch 17/200, acc: 0.6108
[2024-02-23 17:09:33] [INFO] local epoch 18/200, acc: 0.5986
[2024-02-23 17:09:35] [INFO] local epoch 19/200, acc: 0.6225
[2024-02-23 17:09:36] [INFO] local epoch 20/200, acc: 0.6225
[2024-02-23 17:09:38] [INFO] local epoch 21/200, acc: 0.6225
[2024-02-23 17:09:39] [INFO] local epoch 22/200, acc: 0.6286
[2024-02-23 17:09:40] [INFO] local epoch 23/200, acc: 0.6266
[2024-02-23 17:09:42] [INFO] local epoch 24/200, acc: 0.6266
[2024-02-23 17:09:43] [INFO] local epoch 25/200, acc: 0.6282
[2024-02-23 17:09:45] [INFO] local epoch 26/200, acc: 0.6383
[2024-02-23 17:09:46] [INFO] local epoch 27/200, acc: 0.6330
[2024-02-23 17:09:47] [INFO] local epoch 28/200, acc: 0.6363
[2024-02-23 17:09:49] [INFO] local epoch 29/200, acc: 0.6347
[2024-02-23 17:09:50] [INFO] local epoch 30/200, acc: 0.6476
[2024-02-23 17:09:51] [INFO] local epoch 31/200, acc: 0.6318
[2024-02-23 17:09:53] [INFO] local epoch 32/200, acc: 0.6509
[2024-02-23 17:09:54] [INFO] local epoch 33/200, acc: 0.6355
[2024-02-23 17:09:55] [INFO] local epoch 34/200, acc: 0.6480
[2024-02-23 17:09:57] [INFO] local epoch 35/200, acc: 0.6460
[2024-02-23 17:09:58] [INFO] local epoch 36/200, acc: 0.6501
[2024-02-23 17:09:59] [INFO] local epoch 37/200, acc: 0.6468
[2024-02-23 17:10:01] [INFO] local epoch 38/200, acc: 0.6468
[2024-02-23 17:10:02] [INFO] local epoch 39/200, acc: 0.6618
[2024-02-23 17:10:04] [INFO] local epoch 40/200, acc: 0.6525
[2024-02-23 17:10:05] [INFO] local epoch 41/200, acc: 0.6626
[2024-02-23 17:10:06] [INFO] local epoch 42/200, acc: 0.6464
[2024-02-23 17:10:08] [INFO] local epoch 43/200, acc: 0.6590
