[2024-02-20 18:19:44] [INFO] hyper_fed
      n_public_data  :  100  
          seed       : 10000 
      local_epochs   :  10   
     distill_epochs  :  10   
       batch_size    :  160  
      server_epochs  :  20   
          alpha      :  1.0  
            a        :  0.5  
       temperature   :  15   
         dataset     :cifar10
     model_structure : cnn3  
[2024-02-20 18:20:08] [INFO] [rank: 2, server epoch 1, client 1, local train]
[2024-02-20 18:20:10] [INFO] rank: 2, local epoch 1, acc: 0.4026
[2024-02-20 18:20:11] [INFO] rank: 2, local epoch 2, acc: 0.4488
[2024-02-20 18:20:13] [INFO] rank: 2, local epoch 3, acc: 0.4820
[2024-02-20 18:20:14] [INFO] rank: 2, local epoch 4, acc: 0.5225
[2024-02-20 18:20:16] [INFO] rank: 2, local epoch 5, acc: 0.5383
[2024-02-20 18:20:17] [INFO] rank: 2, local epoch 6, acc: 0.5525
[2024-02-20 18:20:19] [INFO] rank: 2, local epoch 7, acc: 0.5589
[2024-02-20 18:20:20] [INFO] rank: 2, local epoch 8, acc: 0.5751
[2024-02-20 18:20:22] [INFO] rank: 2, local epoch 9, acc: 0.5784
[2024-02-20 18:20:23] [INFO] rank: 2, local epoch 10, acc: 0.5901
[2024-02-20 18:20:23] [INFO] [rank: 2, server epoch 1, client 2, local train]
[2024-02-20 18:20:25] [INFO] rank: 2, local epoch 1, acc: 0.3998
[2024-02-20 18:20:26] [INFO] rank: 2, local epoch 2, acc: 0.4508
[2024-02-20 18:20:28] [INFO] rank: 2, local epoch 3, acc: 0.5010
[2024-02-20 18:20:29] [INFO] rank: 2, local epoch 4, acc: 0.5225
[2024-02-20 18:20:31] [INFO] rank: 2, local epoch 5, acc: 0.5423
[2024-02-20 18:20:32] [INFO] rank: 2, local epoch 6, acc: 0.5452
[2024-02-20 18:20:34] [INFO] rank: 2, local epoch 7, acc: 0.5593
[2024-02-20 18:20:35] [INFO] rank: 2, local epoch 8, acc: 0.5682
[2024-02-20 18:20:37] [INFO] rank: 2, local epoch 9, acc: 0.5804
[2024-02-20 18:20:38] [INFO] rank: 2, local epoch 10, acc: 0.5869
[2024-02-20 18:20:38] [INFO] [rank: 2, server epoch 1, client 3, local train]
[2024-02-20 18:20:39] [INFO] rank: 2, local epoch 1, acc: 0.4147
[2024-02-20 18:20:41] [INFO] rank: 2, local epoch 2, acc: 0.4415
[2024-02-20 18:20:42] [INFO] rank: 2, local epoch 3, acc: 0.4921
[2024-02-20 18:20:44] [INFO] rank: 2, local epoch 4, acc: 0.5160
[2024-02-20 18:20:45] [INFO] rank: 2, local epoch 5, acc: 0.5362
[2024-02-20 18:20:47] [INFO] rank: 2, local epoch 6, acc: 0.5573
[2024-02-20 18:20:48] [INFO] rank: 2, local epoch 7, acc: 0.5601
[2024-02-20 18:20:50] [INFO] rank: 2, local epoch 8, acc: 0.5780
[2024-02-20 18:20:51] [INFO] rank: 2, local epoch 9, acc: 0.5687
[2024-02-20 18:20:53] [INFO] rank: 2, local epoch 10, acc: 0.5792
[2024-02-20 18:20:53] [INFO] [rank: 2, server epoch 1, client 4, local train]
[2024-02-20 18:20:54] [INFO] rank: 2, local epoch 1, acc: 0.3617
[2024-02-20 18:20:56] [INFO] rank: 2, local epoch 2, acc: 0.4353
[2024-02-20 18:20:57] [INFO] rank: 2, local epoch 3, acc: 0.4755
[2024-02-20 18:20:59] [INFO] rank: 2, local epoch 4, acc: 0.5078
[2024-02-20 18:21:01] [INFO] rank: 2, local epoch 5, acc: 0.5227
[2024-02-20 18:21:02] [INFO] rank: 2, local epoch 6, acc: 0.5457
[2024-02-20 18:21:04] [INFO] rank: 2, local epoch 7, acc: 0.5618
[2024-02-20 18:21:06] [INFO] rank: 2, local epoch 8, acc: 0.5642
[2024-02-20 18:21:07] [INFO] rank: 2, local epoch 9, acc: 0.5778
[2024-02-20 18:21:09] [INFO] rank: 2, local epoch 10, acc: 0.5885
[2024-02-20 18:21:09] [INFO] [rank: 2, server epoch 1, client 5, local train]
[2024-02-20 18:21:11] [INFO] rank: 2, local epoch 1, acc: 0.3677
[2024-02-20 18:21:12] [INFO] rank: 2, local epoch 2, acc: 0.4473
[2024-02-20 18:21:14] [INFO] rank: 2, local epoch 3, acc: 0.4789
[2024-02-20 18:21:16] [INFO] rank: 2, local epoch 4, acc: 0.5021
